ABE,DTW,93,313,1383
ABI,DFW,52,137,4455
ABQ,DEN,75,217,3202
ABQ,LAS,85,230,2517
ABR,MSP,70,255,1320
ABY,ATL,52,181,1730
ACK,BOS,46,169,232
ACT,DFW,44,139,3079
ACV,SFO,72,327,2535
ACY,MYR,82,224,650
ADK,ANC,175,485,177
ADQ,ANC,55,161,874
AEX,DFW,72,238,1882
AGS,ATL,54,139,4689
AKN,ANC,59,192,126
ALB,BWI,70,236,3319
ALO,ORD,70,306,1166
AMA,DFW,72,189,2240
ANC,CDV,47,193,654
ANC,ADQ,55,161,874
ANC,AKN,59,192,126
ANC,DLG,64,256,154
ANC,OTZ,92,259,961
ANC,FAI,60,265,996
ANC,BET,72,342,1759
ANC,ADK,175,485,177
APN,DTW,64,200,1095
ASE,DEN,52,168,2045
ATL,MLU,92,233,2370
ATL,CSG,43,125,2119
ATL,AGS,54,139,4689
ATL,MGM,54,163,4370
ATL,CHA,47,164,5401
ATL,DHN,57,173,2485
ATL,CAE,60,180,5347
ATL,ABY,52,181,1730
ATL,MOB,74,185,4465
ATL,VLD,62,192,1846
ATL,TLH,63,197,4177
ATL,BHM,53,198,6385
ATL,DAB,79,201,2965
ATL,GSO,75,202,5301
ATL,BNA,64,203,6411
ATL,SAV,63,216,6248
ATL,ECP,65,225,4020
ATL,GPT,77,226,2804
ATL,VPS,69,228,4376
ATL,TYS,55,230,3395
ATL,GSP,54,241,4901
ATL,MCO,88,254,16292
ATL,HSV,54,267,4886
ATL,GNV,74,269,4137
ATL,AVL,56,279,3659
ATL,GTR,67,289,1824
ATL,BQK,65,307,1737
ATL,TRI,63,313,3818
ATL,FAY,78,321,3229
ATL,SRQ,90,343,3847
ATL,OAJ,85,397,2238
ATL,MLB,89,411,2649
ATL,EWN,88,417,1129
ATW,MSP,68,273,1023
AUS,HOU,48,166,2585
AVL,ATL,56,279,3659
AVP,EWR,49,144,103
AZO,ORD,53,150,2495
BDL,BWI,67,207,4292
BET,ANC,72,342,1759
BFL,SFO,72,243,1285
BGM,DTW,83,330,517
BGR,DTW,125,341,621
BHM,ATL,53,198,6385
BIL,DEN,88,258,2188
BIS,MSP,85,226,2976
BJI,MSP,61,152,1329
BLI,SEA,46,223,493
BMI,ORD,52,210,1796
BNA,ATL,64,203,6411
BNA,CMH,70,186,1245
BNA,RSW,118,297,201
BOI,OAK,90,229,1314
BOI,GEG,59,172,1159
BOI,PDX,76,270,121
BOS,MVY,40,167,168
BOS,ACK,46,169,232
BPT,DFW,74,319,1820
BQK,ATL,65,307,1737
BQN,MCO,161,637,880
BRD,INL,59,203,4
BRO,DFW,97,343,2005
BRW,FAI,81,312,322
BRW,SCC,48,175,813
BTM,SLC,78,328,1287
BTR,IAH,68,198,4539
BTV,LGA,74,218,88
BUF,BWI,66,222,3531
BUF,JFK,82,214,4796
BUR,LAS,59,148,6080
BUR,OAK,65,169,7249
BUR,SJC,60,191,4134
BWI,PIT,59,170,1872
BWI,PHL,56,181,14
BWI,ORF,53,191,2244
BWI,BDL,67,207,4292
BWI,BUF,66,222,3531
BWI,ISP,65,235,2972
BWI,ALB,70,236,3319
BWI,CHS,91,244,2000
BWI,DAY,81,244,1354
BZN,SLC,78,326,2113
CAE,ATL,60,180,5347
CAK,DTW,55,160,377
CDC,SLC,58,167,1142
CDV,YAK,49,194,652
CDV,ANC,47,193,654
CEC,SFO,91,261,348
CHA,ATL,47,164,5401
CHO,LGA,82,338,709
CHS,BWI,91,244,2000
CID,MSN,49,186,1
CID,MSP,70,202,1386
CIU,DTW,76,361,1192
CLD,LAX,46,200,1254
CLE,DTW,51,130,1288
CLL,IAH,42,131,1364
CLT,PIT,86,215,4845
CLT,ILM,60,219,323
CLT,MYR,59,227,12
CLT,MDT,91,265,246
CMH,BNA,70,186,1245
CMH,MDW,66,201,3566
CMI,ORD,56,268,3354
CMX,ORD,86,420,1234
CNY,SLC,54,137,410
COD,DEN,89,310,605
COS,DEN,44,154,4055
COU,ORD,78,326,1236
CPR,DEN,64,257,1864
CRP,IAH,62,156,4165
CRP,HOU,49,147,2468
CRW,MYR,70,214,128
CSG,ATL,43,125,2119
CVG,ORD,77,198,7730
CVG,STL,75,191,97
CWA,MSP,61,193,50
DAB,ATL,79,201,2965
DAL,SAT,59,175,6011
DAL,TUL,57,155,1852
DAL,ICT,70,175,1176
DAL,LIT,62,211,2009
DAL,MEM,80,257,922
DAY,BWI,81,244,1354
DBQ,ORD,56,263,1736
DCA,EWR,73,192,2761
DCA,HPN,69,331,6
DEN,SLC,85,238,11938
DEN,COS,44,154,4055
DEN,LAR,48,158,1110
DEN,PUB,48,165,508
DEN,ASE,52,168,2045
DEN,HDN,60,193,183
DEN,GUC,56,213,525
DEN,ABQ,75,217,3202
DEN,DRO,68,242,1114
DEN,EGE,58,257,12
DEN,CPR,64,257,1864
DEN,BIL,88,258,2188
DEN,RAP,73,261,1127
DEN,LBB,93,278,1172
DEN,HYS,71,284,1118
DEN,SAF,73,288,573
DEN,MTJ,60,295,886
DEN,JMS,109,308,777
DEN,COD,89,310,605
DEN,GTF,114,322,1514
DEN,MOT,112,327,2004
DEN,HLN,112,338,656
DEN,DIK,100,437,655
DFW,LBB,70,184,1338
DFW,ABI,52,137,4455
DFW,ACT,44,139,3079
DFW,LAW,51,152,2474
DFW,SPS,49,155,2340
DFW,FSM,64,180,2491
DFW,IAH,69,181,7741
DFW,AMA,72,189,2240
DFW,GGG,55,191,1229
DFW,SHV,62,195,4363
DFW,XNA,73,197,4280
DFW,TYR,50,203,3067
DFW,SJT,60,211,3103
DFW,GRK,51,223,5003
DFW,AEX,72,238,1882
DFW,TXK,58,255,1833
DFW,ROW,90,284,1831
DFW,GCK,86,299,1272
DFW,GRI,106,308,1218
DFW,BPT,74,319,1820
DFW,MHK,90,329,1898
DFW,MEI,98,332,892
DFW,BRO,97,343,2005
DFW,JLN,80,397,1269
DHN,ATL,57,173,2485
DIK,DEN,100,437,655
DLG,ANC,64,256,154
DLH,MSP,55,175,1213
DRO,DEN,68,242,1114
DSM,ORD,78,271,6026
DTW,PIT,62,202,1054
DTW,CLE,51,130,1288
DTW,FWA,55,147,1941
DTW,MBS,50,153,864
DTW,ERI,62,155,196
DTW,CAK,55,160,377
DTW,LAN,47,161,857
DTW,SBN,59,161,2571
DTW,GRR,52,177,2726
DTW,ELM,76,192,2824
DTW,APN,64,200,1095
DTW,IND,67,203,1473
DTW,TVC,62,205,1505
DTW,LEX,75,220,977
DTW,SWF,100,253,38
DTW,MQT,89,276,35
DTW,SCE,71,303,416
DTW,ESC,75,309,1105
DTW,ABE,93,313,1383
DTW,BGM,83,330,517
DTW,PLN,70,338,1461
DTW,BGR,125,341,621
DTW,ITH,87,360,61
DTW,CIU,76,361,1192
DVL,JMS,42,194,721
EAU,ORD,76,217,1270
ECP,ATL,65,225,4020
EGE,DEN,58,257,12
EKO,SLC,55,210,1035
ELM,DTW,76,192,2824
ELP,SAT,83,219,1587
ERI,DTW,62,155,196
ESC,DTW,75,309,1105
EUG,SFO,93,233,3626
EVV,ORD,77,217,3300
EWN,ATL,88,417,1129
EWR,PHL,61,185,2
EWR,AVP,49,144,103
EWR,DCA,73,192,2761
EWR,SYR,72,198,971
EWR,ROC,75,198,1406
EYW,MIA,46,166,1070
FAI,ANC,60,265,996
FAI,BRW,81,312,322
FAR,MSP,63,270,3419
FAT,SAN,70,195,388
FAY,ATL,78,321,3229
FCA,MSO,54,168,1
FLG,PHX,51,155,3217
FLL,TPA,56,165,3802
FLL,JAX,73,333,1447
FLL,STT,164,412,612
FNT,ORD,66,166,3539
FSD,MSP,62,242,2525
FSM,DFW,64,180,2491
FWA,DTW,55,147,1941
GCC,SLC,86,223,660
GCK,DFW,86,299,1272
GEG,BOI,59,172,1159
GFK,MSP,75,302,1427
GGG,DFW,55,191,1229
GJT,SLC,63,207,1234
GNV,ATL,74,269,4137
GPT,ATL,77,226,2804
GRB,MSP,67,265,2099
GRI,DFW,106,308,1218
GRK,DFW,51,223,5003
GRR,DTW,52,177,2726
GSO,ATL,75,202,5301
GSO,IAD,68,201,120
GSP,ATL,54,241,4901
GST,JNU,32,97,150
GTF,DEN,114,322,1514
GTR,ATL,67,289,1824
GUC,DEN,56,213,525
GUM,HNL,442,1448,662
HDN,DEN,60,193,183
HIB,INL,44,156,637
HLN,DEN,112,338,656
HNL,LIH,38,151,11695
HNL,ITO,53,149,9571
HNL,PPG,334,884,213
HNL,GUM,442,1448,662
HOB,IAH,99,387,1086
HOU,CRP,49,147,2468
HOU,AUS,48,166,2585
HOU,MAF,80,233,2200
HPN,DCA,69,331,6
HRL,IAH,71,189,2344
HSV,ATL,54,267,4886
HYA,JFK,61,187,163
HYS,DEN,71,284,1118
IAD,GSO,68,201,120
IAD,PIT,63,218,427
IAD,RDU,63,222,773
IAD,TTN,105,282,1
IAD,ROA,68,304,10
IAD,UST,116,418,6
IAG,MYR,110,329,230
IAH,DFW,69,181,7741
IAH,LCH,48,123,2110
IAH,CLL,42,131,1364
IAH,CRP,62,156,4165
IAH,LFT,62,166,4227
IAH,MLU,69,177,1544
IAH,SAT,60,181,4552
IAH,HRL,71,189,2344
IAH,BTR,68,198,4539
IAH,MFE,75,228,3782
IAH,JAN,80,258,3788
IAH,LRD,74,265,1794
IAH,PNS,98,289,2770
IAH,HOB,99,387,1086
ICT,DAL,70,175,1176
IDA,SLC,56,189,2637
ILG,MCO,141,465,122
ILM,CLT,60,219,323
IMT,RHI,41,164,554
IND,DTW,67,203,1473
INL,MSP,69,176,482
INL,HIB,44,156,637
INL,BRD,59,203,4
ISN,MSP,109,389,2108
ISP,BWI,65,235,2972
ITH,DTW,87,360,61
ITO,HNL,53,149,9571
ITO,OGG,39,154,1334
JAC,SLC,58,260,1886
JAN,IAH,80,258,3788
JAX,FLL,73,333,1447
JFK,BUF,82,214,4796
JFK,MVY,59,185,242
JFK,HYA,61,187,163
JFK,PWM,74,201,2281
JFK,PSE,230,667,649
JLN,DFW,80,397,1269
JMS,DEN,109,308,777
JMS,DVL,42,194,721
JNU,SIT,41,199,1395
JNU,GST,32,97,150
JNU,PSG,43,119,654
JNU,YAK,51,193,650
KOA,OGG,35,138,1671
KTN,WRG,37,105,650
LAN,DTW,47,161,857
LAR,DEN,48,158,1110
LAS,ABQ,85,230,2517
LAS,BUR,59,148,6080
LAS,RNO,72,184,6383
LAW,DFW,51,152,2474
LAX,SAN,52,200,9077
LAX,SBP,63,172,2688
LAX,CLD,46,200,1254
LAX,PSP,55,205,1438
LAX,SMX,58,206,493
LBB,DEN,93,278,1172
LBB,DFW,70,184,1338
LBE,MYR,85,382,386
LCH,IAH,48,123,2110
LEX,DTW,75,220,977
LFT,IAH,62,166,4227
LGA,RIC,87,238,2566
LGA,BTV,74,218,88
LGA,MHT,75,289,242
LGA,CHO,82,338,709
LGB,PHX,92,256,2
LIH,SFO,316,804,856
LIH,HNL,38,151,11695
LIT,DAL,62,211,2009
LNK,MCI,51,130,1
LRD,IAH,74,265,1794
LSE,ORD,68,243,2202
LWS,SLC,88,314,1174
MAF,HOU,80,233,2200
MBS,DTW,50,153,864
MCI,STL,56,143,2387
MCI,LNK,51,130,1
MCO,ATL,88,254,16292
MCO,MIA,65,167,6024
MCO,ILG,141,465,122
MCO,ORH,166,624,634
MCO,BQN,161,637,880
MDT,CLT,91,265,246
MDW,CMH,66,201,3566
MDW,SDF,66,165,2259
MEI,DFW,98,332,892
MEI,PIB,33,101,889
MEM,DAL,80,257,922
MFE,IAH,75,228,3782
MFR,SFO,80,322,2529
MGM,ATL,54,163,4370
MHK,DFW,90,329,1898
MHT,LGA,75,289,242
MIA,MCO,65,167,6024
MIA,PBI,49,159,1
MIA,EYW,46,166,1070
MIA,TPA,63,208,3969
MKE,ORD,49,130,9192
MKG,ORD,56,163,1235
MLB,ATL,89,411,2649
MLI,ORD,56,252,3049
MLU,IAH,69,177,1544
MLU,ATL,92,233,2370
MMH,SFO,66,240,262
MOB,ATL,74,185,4465
MOT,DEN,112,327,2004
MQT,DTW,89,276,35
MRY,SFO,42,191,1503
MSN,ORD,54,193,6013
MSN,CID,49,186,1
MSO,SLC,89,256,1995
MSO,FCA,54,168,1
MSP,CID,70,202,1386
MSP,BJI,61,152,1329
MSP,DLH,55,175,1213
MSP,INL,69,176,482
MSP,RST,47,176,794
MSP,CWA,61,193,50
MSP,OMA,72,219,2543
MSP,BIS,85,226,2976
MSP,FSD,62,242,2525
MSP,ABR,70,255,1320
MSP,GRB,67,265,2099
MSP,FAR,63,270,3419
MSP,ATW,68,273,1023
MSP,RHI,63,298,1321
MSP,GFK,75,302,1427
MSP,ISN,109,389,2108
MSY,SAT,85,226,475
MTJ,DEN,60,295,886
MVY,JFK,59,185,242
MVY,BOS,40,167,168
MYR,CLT,59,227,12
MYR,CRW,70,214,128
MYR,ACY,82,224,650
MYR,IAG,110,329,230
MYR,LBE,85,382,386
MYR,PBG,129,424,101
OAJ,ATL,85,397,2238
OAK,BUR,65,169,7249
OAK,ONT,70,177,4246
OAK,BOI,90,229,1314
OGG,ITO,39,154,1334
OGG,KOA,35,138,1671
OKC,STL,81,216,829
OMA,MSP,72,219,2543
OME,OTZ,45,159,310
ONT,OAK,70,177,4246
ONT,PHX,69,209,5921
ORD,SBN,49,177,2186
ORD,MKE,49,130,9192
ORD,AZO,53,150,2495
ORD,MKG,56,163,1235
ORD,FNT,66,166,3539
ORD,TOL,64,169,1798
ORD,PIA,55,170,4142
ORD,MSN,54,193,6013
ORD,CVG,77,198,7730
ORD,BMI,52,210,1796
ORD,EAU,76,217,1270
ORD,EVV,77,217,3300
ORD,SPI,60,223,1910
ORD,LSE,68,243,2202
ORD,MLI,56,252,3049
ORD,DBQ,56,263,1736
ORD,CMI,56,268,3354
ORD,DSM,78,271,6026
ORD,SUX,97,300,1180
ORD,ALO,70,306,1166
ORD,COU,78,326,1236
ORD,STC,93,331,154
ORD,SGF,97,335,3868
ORD,PAH,85,366,1246
ORD,CMX,86,420,1234
ORF,BWI,53,191,2244
ORH,MCO,166,624,634
OTH,SFO,91,414,477
OTZ,ANC,92,259,961
OTZ,OME,45,159,310
PAH,ORD,85,366,1246
PBG,MYR,129,424,101
PBI,MIA,49,159,1
PDX,BOI,76,270,121
PDX,SEA,52,180,3667
PHF,RDU,50,155,1
PHL,BWI,56,181,14
PHL,PVD,71,183,564
PHL,EWR,61,185,2
PHL,RIC,63,193,12
PHX,ONT,69,209,5921
PHX,YUM,57,149,3710
PHX,FLG,51,155,3217
PHX,TUS,51,173,2286
PHX,SAN,69,190,10130
PHX,LGB,92,256,2
PIA,ORD,55,170,4142
PIB,MEI,33,101,889
PIH,SLC,51,238,1302
PIT,IAD,63,218,427
PIT,BWI,59,170,1872
PIT,DTW,62,202,1054
PIT,CLT,86,215,4845
PLN,DTW,70,338,1461
PNS,IAH,98,289,2770
PPG,HNL,334,884,213
PSC,SEA,62,303,347
PSE,JFK,230,667,649
PSG,JNU,43,119,654
PSG,WRG,24,89,651
PSP,LAX,55,205,1438
PUB,DEN,48,165,508
PVD,PHL,71,183,564
PWM,JFK,74,201,2281
RAP,DEN,73,261,1127
RDD,SFO,65,260,1412
RDM,SLC,97,331,1186
RDU,IAD,63,222,773
RDU,PHF,50,155,1
RHI,MSP,63,298,1321
RHI,IMT,41,164,554
RIC,PHL,63,193,12
RIC,LGA,87,238,2566
RKS,SLC,54,165,58
RNO,LAS,72,184,6383
ROA,IAD,68,304,10
ROC,EWR,75,198,1406
ROW,DFW,90,284,1831
RST,MSP,47,176,794
RSW,BNA,118,297,201
SAF,DEN,73,288,573
SAN,PHX,69,190,10130
SAN,FAT,70,195,388
SAN,LAX,52,200,9077
SAT,IAH,60,181,4552
SAT,DAL,59,175,6011
SAT,ELP,83,219,1587
SAT,MSY,85,226,475
SAV,ATL,63,216,6248
SBA,SFO,70,175,4065
SBN,DTW,59,161,2571
SBN,ORD,49,177,2186
SBP,LAX,63,172,2688
SBP,SFO,62,156,2025
SCC,BRW,48,175,813
SCE,DTW,71,303,416
SDF,MDW,66,165,2259
SEA,PDX,52,180,3667
SEA,BLI,46,223,493
SEA,PSC,62,303,347
SEA,SIT,138,367,590
SFO,SBP,62,156,2025
SFO,SBA,70,175,4065
SFO,MRY,42,191,1503
SFO,SMF,50,198,3079
SFO,EUG,93,233,3626
SFO,MMH,66,240,262
SFO,BFL,72,243,1285
SFO,RDD,65,260,1412
SFO,CEC,91,261,348
SFO,MFR,80,322,2529
SFO,ACV,72,327,2535
SFO,OTH,91,414,477
SFO,LIH,316,804,856
SGF,ORD,97,335,3868
SGU,SLC,67,300,2381
SHV,DFW,62,195,4363
SIT,SEA,138,367,590
SIT,JNU,41,199,1395
SJC,BUR,60,191,4134
SJT,DFW,60,211,3103
SJU,STT,34,139,1386
SJU,STX,38,117,665
SLC,CDC,58,167,1142
SLC,CNY,54,137,410
SLC,SUN,57,161,1204
SLC,RKS,54,165,58
SLC,IDA,56,189,2637
SLC,GJT,63,207,1234
SLC,VEL,45,208,397
SLC,EKO,55,210,1035
SLC,GCC,86,223,660
SLC,TWF,52,236,1611
SLC,PIH,51,238,1302
SLC,WYS,67,238,415
SLC,DEN,85,238,11938
SLC,MSO,89,256,1995
SLC,JAC,58,260,1886
SLC,SGU,67,300,2381
SLC,LWS,88,314,1174
SLC,BZN,78,326,2113
SLC,BTM,78,328,1287
SLC,RDM,97,331,1186
SMF,SFO,50,198,3079
SMF,SNA,80,202,4226
SMX,LAX,58,206,493
SNA,SMF,80,202,4226
SPI,ORD,60,223,1910
SPS,DFW,49,155,2340
SRQ,ATL,90,343,3847
STC,ORD,93,331,154
STL,CVG,75,191,97
STL,MCI,56,143,2387
STL,OKC,81,216,829
STT,FLL,164,412,612
STT,SJU,34,139,1386
STX,SJU,38,117,665
SUN,SLC,57,161,1204
SUX,ORD,97,300,1180
SWF,DTW,100,253,38
SYR,EWR,72,198,971
TLH,ATL,63,197,4177
TOL,ORD,64,169,1798
TPA,MIA,63,208,3969
TPA,FLL,56,165,3802
TRI,ATL,63,313,3818
TTN,IAD,105,282,1
TUL,DAL,57,155,1852
TUS,PHX,51,173,2286
TVC,DTW,62,205,1505
TWF,SLC,52,236,1611
TXK,DFW,58,255,1833
TYR,DFW,50,203,3067
TYS,ATL,55,230,3395
UST,IAD,116,418,6
VEL,SLC,45,208,397
VLD,ATL,62,192,1846
VPS,ATL,69,228,4376
WRG,PSG,24,89,651
WRG,KTN,37,105,650
WYS,SLC,67,238,415
XNA,DFW,73,197,4280
YAK,JNU,51,193,650
YAK,CDV,49,194,652
YUM,PHX,57,149,3710
